antigen,folder_name,pdb_file,chain
Hs~MGC:NM_152323.1~uORF:IOH21727,../../antigens/alphafold_pdb/,Q8N5J4.pdb,A
Hs~MGC:BC057768.1~uORF:IOH29152,../../antigens/alphafold_pdb/,P0DML2.pdb,A
Hs~MGC:BC060765.1~uORF:IOH29157,../../antigens/alphafold_pdb/,Q8TDD5.pdb,A
Hs~Ref:NM_207519.1~uORF:IOH45475,../../antigens/alphafold_pdb/,P43403.pdb,A
Hs~Ref:NM_006800.2~uORF:IOH45528,../../antigens/alphafold_pdb/,Q8N5Y2.pdb,A
Hs~Ref:NM_000187.1~uORF:IOH45942,../../antigens/alphafold_pdb/,Q93099.pdb,A
Hs~Ref:NM_199163.2~uORF:IOH45459,../../antigens/alphafold_pdb/,C4AMC7.pdb,A
Hs~Ref:NM_212530.1~uORF:IOH45821,../../antigens/alphafold_pdb/,P30305.pdb,A
Hs~Ref:NM_021824.2~uORF:IOH45864,../../antigens/alphafold_pdb/,Q9GZT8.pdb,A
Hs~Ref:NM_207005.1~uORF:IOH45744,../../antigens/alphafold_pdb/,P22415.pdb,A
Hs~Ref:NM_001001713.1~uORF:IOH45822,../../antigens/alphafold_pdb/,P55822.pdb,A
Hs~Ref:NM_001001974.1~uORF:IOH3868,../../antigens/alphafold_pdb/,Q9HB21.pdb,A
Hs~Ref:NM_145310.1~uORF:IOH7356,../../antigens/alphafold_pdb/,O95789.pdb,A
Hs~MGC:BC037571.1~uORF:IOH28701,../../antigens/alphafold_pdb/,P36544.pdb,A
Hs~MGC:BC020810.1~uORF:IOH27927,../../antigens/alphafold_pdb/,O14647.pdb,A
Hs~MGC:BC019254.1~uORF:IOH12801,../../antigens/alphafold_pdb/,Q16206.pdb,A
Hs~MGC:BC029560.1~uORF:IOH21582,../../antigens/alphafold_pdb/,Q5VIR6.pdb,A
Hs~Ref:NM_004302.3~uORF:IOH4418,../../antigens/alphafold_pdb/,P36896.pdb,A
Hs~Ref:NM_152322.2~uORF:IOH44718,../../antigens/alphafold_pdb/,A6QL63.pdb,A
Hs~Ref:NM_080390.3~uORF:IOH41393,../../antigens/alphafold_pdb/,Q9H3H9.pdb,A
Hs~Ref:NM_003928.1~uORF:IOH45869,../../antigens/alphafold_pdb/,O15255.pdb,A
Hs~Ref:NM_002824.4~uORF:IOH44357,../../antigens/alphafold_pdb/,P20962.pdb,A
Hs~Ref:NM_000626.1~uORF:IOH21963,../../antigens/alphafold_pdb/,P40259.pdb,A
Hs~MGC:BC014336.1~uORF:IOH12611,../../antigens/alphafold_pdb/,Q03014.pdb,A
Hs~MGC:BC014260.2~uORF:IOH14850,../../antigens/alphafold_pdb/,Q9Y6F1.pdb,A
Hs~MGC:BC048988.1~uORF:IOH26773,../../antigens/alphafold_pdb/,Q8IX90.pdb,A
Hs~Ref:NM_033397.2~uORF:IOH27489,../../antigens/alphafold_pdb/,Q8IWB1.pdb,A
Hs~Ref:NM_004873.1~uORF:IOH26366,../../antigens/alphafold_pdb/,Q9UL15.pdb,A
Hs~MGC:BC042628.1~uORF:IOH27650,../../antigens/alphafold_pdb/,P07093.pdb,A
Hs~Ref:NM_001564.1~uORF:IOH22913,../../antigens/alphafold_pdb/,Q9H160.pdb,A
Hs~Ref:NM_019101.2~uORF:IOH12125,../../antigens/alphafold_pdb/,O95445.pdb,A
Hs~MGC:BC025399.1~uORF:IOH11285,../../antigens/alphafold_pdb/,P58294.pdb,A
Hs~MGC:BC030229.1~uORF:IOH22611,../../antigens/alphafold_pdb/,P14770.pdb,A
Hs~MGC:BC014959.1~uORF:IOH13467,../../antigens/alphafold_pdb/,Q8N488.pdb,A
Hs~Ref:NM_033453.2~uORF:IOH13043,../../antigens/alphafold_pdb/,Q9BY32.pdb,A
Hs~Ref:NM_032439.1~uORF:IOH40856,../../antigens/alphafold_pdb/,Q96FC7.pdb,A
Hs~Ref:NM_178496.2~uORF:IOH26761,../../antigens/alphafold_pdb/,Q8IYB1.pdb,A
Hs~Ref:NM_031429.1~uORF:IOH6550,../../antigens/alphafold_pdb/,Q9BSG5.pdb,A
Hs~Ref:NM_030971.3~uORF:IOH40819,../../antigens/alphafold_pdb/,Q9BWM7.pdb,A
Hs~MGC:BC032348.1~uORF:IOH21706,../../antigens/alphafold_pdb/,Q8WZ60.pdb,A
Hs~MGC:BC006124.1~uORF:IOH6586,../../antigens/alphafold_pdb/,P12268.pdb,A
Hs~MGC:BC000525.1~uORF:IOH3627,../../antigens/alphafold_pdb/,P00505.pdb,A
Hs~MGC:BC006191.1~uORF:IOH6276,../../antigens/alphafold_pdb/,O75143.pdb,A
Hs~MGC:BC000645.1~uORF:IOH4240,../../antigens/alphafold_pdb/,Q92504.pdb,A
Hs~MGC:BC021253.2~uORF:IOH14624,../../antigens/alphafold_pdb/,Q9BQI0.pdb,A
Hs~MGC:BC021263.1~uORF:IOH14642,../../antigens/alphafold_pdb/,Q969Q5.pdb,A
Hs~Ref:NM_016093.2~uORF:IOH14674,../../antigens/alphafold_pdb/,Q9UNX3.pdb,A
Hs~MGC:BC018736.1~uORF:IOH14106,../../antigens/alphafold_pdb/,Q9NUQ6.pdb,A
Hs~MGC:BC001728.1~uORF:IOH4430,../../antigens/alphafold_pdb/,P0C1Z6.pdb,A
Hs~Ref:NM_014437.2~uORF:IOH4006,../../antigens/alphafold_pdb/,Q9NY26.pdb,A
Hs~Ref:NM_017838.2~uORF:IOH4642,../../antigens/alphafold_pdb/,Q9NX24.pdb,A
Hs~Ref:NM_006357.1~uORF:IOH4888,../../antigens/alphafold_pdb/,Q969T4.pdb,A
Hs~Ref:NM_033111.2~uORF:IOH44850,../../antigens/alphafold_pdb/,Q92802.pdb,A
Hs~Ref:NM_000351.3~uORF:IOH44381,../../antigens/alphafold_pdb/,P08842.pdb,A
Hs~Ref:NM_016648.1~uORF:IOH41297,../../antigens/alphafold_pdb/,Q4G0J3.pdb,A
Hs~Ref:NM_152437.1~uORF:IOH44860,../../antigens/alphafold_pdb/,Q8N3J9.pdb,A
Hs~Ref:NM_206919.1~uORF:IOH43014,../../antigens/alphafold_pdb/,Q6T311.pdb,A
Hs~Ref:NM_004701.2~uORF:IOH41218,../../antigens/alphafold_pdb/,O95067.pdb,A
Hs~Ref:NM_000861.2~uORF:IOH29722,../../antigens/alphafold_pdb/,P35367.pdb,A
Hs~Ref:NM_003467.1~uORF:IOH29628,../../antigens/alphafold_pdb/,P61073.pdb,A
Hs~MGC:BC035194.2~uORF:IOH28718,../../antigens/alphafold_pdb/,Q8N7S2.pdb,A
Hs~Ref:NM_007029.1~uORF:IOH6398,../../antigens/alphafold_pdb/,Q93045.pdb,A
Hs~Ref:NM_024818.1~uORF:IOH9860,../../antigens/alphafold_pdb/,Q9GZZ9.pdb,A
Hs~Ref:NM_016050.1~uORF:IOH4903,../../antigens/alphafold_pdb/,Q9Y3B7.pdb,A
Hs~Ref:NM_001422.1~uORF:IOH22142,../../antigens/alphafold_pdb/,Q9UKW6.pdb,A
Hs~MGC:BC022199.2~uORF:IOH46088,../../antigens/alphafold_pdb/,Q68CL5.pdb,A
Hs~MGC:BC000419.2~uORF:IOH46092,../../antigens/alphafold_pdb/,P21964.pdb,A
Hs~Ref:NM_024808.2~uORF:IOH46154,../../antigens/alphafold_pdb/,Q6PGQ7.pdb,A
Hs~Ref:NM_005157.2,../../antigens/alphafold_pdb/,P00519.pdb,A
Hs~Ref:NM_001616.2,../../antigens/alphafold_pdb/,P27037.pdb,A
Hs~Ref:NM_004383.1,../../antigens/alphafold_pdb/,P41240.pdb,A
Hs~Ref:NM_002082.1,../../antigens/alphafold_pdb/,P43250.pdb,A
Hs~Ref:XM_378350.2~uORF:IOH43457,../../antigens/alphafold_pdb/,Q8N3L3.pdb,A
Hs~Ref:NM_001008393.1~uORF:IOH43514,../../antigens/alphafold_pdb/,Q504U0.pdb,A
Hs~Ref:NM_016503.2~uORF:IOH42176,../../antigens/alphafold_pdb/,Q8TCC3.pdb,A
Hs~Ref:NM_198325.1~uORF:IOH43467,../../antigens/alphafold_pdb/,O75461.pdb,A
Hs~MGC:BC015468.1~uORF:IOH11236,../../antigens/alphafold_pdb/,Q9NYK6.pdb,A
Hs~MGC:NM_152391.2~uORF:IOH11899,../../antigens/alphafold_pdb/,Q8N755.pdb,A
Hs~MGC:BC025697.1~uORF:IOH11332,../../antigens/alphafold_pdb/,O43680.pdb,A
Hs~Ref:NM_021175.1~uORF:IOH13487,../../antigens/alphafold_pdb/,P81172.pdb,A
Hs~Ref:NM_014060.1~uORF:IOH4208,../../antigens/alphafold_pdb/,Q9ULC4.pdb,A
Hs~Ref:NM_004146.3~uORF:IOH4112,../../antigens/alphafold_pdb/,P17568.pdb,A
Hs~MGC:BC000607.1~uORF:IOH4250,../../antigens/alphafold_pdb/,Q9NYG5.pdb,A
Hs~Ref:NM_001646.1~uORF:IOH14363,../../antigens/alphafold_pdb/,P55056.pdb,A
Hs~Ref:NM_006117.1~uORF:IOH21097,../../antigens/alphafold_pdb/,O75521.pdb,A
Hs~Ref:XM_370653.2~uORF:IOH26103,../../antigens/alphafold_pdb/,Q8NCY6.pdb,A
Hs~Ref:NM_153332.2~uORF:IOH27323,../../antigens/alphafold_pdb/,Q8IV48.pdb,A
Hs~MGC:NM_177424.1~uORF:IOH26548,../../antigens/alphafold_pdb/,Q86Y82.pdb,A
Hs~MGC:NM_152912.3~uORF:IOH26907,../../antigens/alphafold_pdb/,Q9H2K0.pdb,A
Hs~Ref:NM_012261.1~uORF:IOH27036,../../antigens/alphafold_pdb/,Q9UJQ1.pdb,A
Hs~MGC:NM_178122.2~uORF:IOH26674,../../antigens/alphafold_pdb/,Q5TH74.pdb,A
Hs~MGC:NM_007189.1~uORF:IOH3871,../../antigens/alphafold_pdb/,Q9UG63.pdb,A
Hs~Ref:NM_138432.1~uORF:IOH12304,../../antigens/alphafold_pdb/,Q96GA7.pdb,A
Hs~MGC:BC066354.1~uORF:IOH40076,../../antigens/alphafold_pdb/,Q9BQP9.pdb,A
Hs~Ref:NM_004269.2~uORF:IOH39902,../../antigens/alphafold_pdb/,Q6P2C8.pdb,A
Hs~MGC:BC067299.1~uORF:IOH40040,../../antigens/alphafold_pdb/,O15151.pdb,A
Hs~Ref:NM_000714.3~uORF:IOH3897,../../antigens/alphafold_pdb/,P30536.pdb,A
Hs~MGC:BC016715.1~uORF:IOH27895,../../antigens/alphafold_pdb/,P02792.pdb,A
Hs~Ref:NM_012179.2~uORF:IOH7010,../../antigens/alphafold_pdb/,Q9Y3I1.pdb,A
Hs~Ref:NM_013974.1~uORF:IOH4021,../../antigens/alphafold_pdb/,O95865.pdb,A
Hs~Ref:NM_018153.2~uORF:IOH12656,../../antigens/alphafold_pdb/,Q9H6X2.pdb,A
Hs~MGC:BC012094.1~uORF:IOH13126,../../antigens/alphafold_pdb/,Q5R372.pdb,A
Hs~Ref:NM_022915.2~uORF:IOH13325,../../antigens/alphafold_pdb/,Q9H9J2.pdb,A
Hs~Ref:NM_015727.1~uORF:IOH1987,../../antigens/alphafold_pdb/,P25103.pdb,A
Hs~Ref:NM_024076.1~uORF:IOH4559,../../antigens/alphafold_pdb/,Q96SI1.pdb,A
Hs~Ref:NM_020677.1~uORF:IOH5739,../../antigens/alphafold_pdb/,Q9HBL8.pdb,A
Hs~Ref:NM_000810.2~uORF:IOH9744,../../antigens/alphafold_pdb/,P31644.pdb,A
Hs~MGC:BC008058.1~uORF:IOH5838,../../antigens/alphafold_pdb/,Q05513.pdb,A
Hs~MGC:BC000980.1~uORF:IOH2952,../../antigens/alphafold_pdb/,Q9NRM6.pdb,A
Hs~MGC:BC000921.2~uORF:IOH2975,../../antigens/alphafold_pdb/,Q9NRN9.pdb,A
Hs~MGC:BC003397.1~uORF:IOH3007,../../antigens/alphafold_pdb/,Q5SWX8.pdb,A
Hs~Ref:NM_014397~CAT:PV3353,../../antigens/alphafold_pdb/,Q9HC98.pdb,A
Hs~Ref:NM_002744~CAT:P2268,../../antigens/alphafold_pdb/,Q05513.pdb,A
Hs~Ref:NM_015981~CAT:PV3142,../../antigens/alphafold_pdb/,Q9UQM7.pdb,A
Hs:NM_005228.3~CAT:PV4128,../../antigens/alphafold_pdb/,P00533.pdb,A
Hs~Ref:NM_000245~CAT:PV3143,../../antigens/alphafold_pdb/,P08581.pdb,A
Hs~Ref:NM_032901.2~uORF:IOH6728,../../antigens/alphafold_pdb/,Q96I36.pdb,A
Hs~Ref:NM_052858.2~uORF:IOH14001,../../antigens/alphafold_pdb/,Q96A59.pdb,A
Hs~Ref:NM_024038.2~uORF:IOH5926,../../antigens/alphafold_pdb/,Q9BQ61.pdb,A
Hs~Ref:NM_020175.1~uORF:IOH13452,../../antigens/alphafold_pdb/,Q96G46.pdb,A
Hs~Ref:NM_005402.1~uORF:IOH26207,../../antigens/alphafold_pdb/,P11233.pdb,A
Hs~Ref:NM_003372.3~uORF:IOH26968,../../antigens/alphafold_pdb/,P61758.pdb,A
Hs~MGC:BC046131.1~uORF:IOH26912,../../antigens/alphafold_pdb/,Q86X83.pdb,A
Hs~MGC:BC041668.1~uORF:IOH26143,../../antigens/alphafold_pdb/,Q9Y572.pdb,A
Hs~MGC:BC031300.1~uORF:IOH23207,../../antigens/alphafold_pdb/,O43822.pdb,A
Hs~MGC:BC029378.1~uORF:IOH23186,../../antigens/alphafold_pdb/,P54274.pdb,A
Hs~Ref:NM_032786.1~uORF:IOH13275,../../antigens/alphafold_pdb/,Q96K80.pdb,A
Hs~Ref:NM_018464.2~uORF:IOH7211,../../antigens/alphafold_pdb/,Q9NZ45.pdb,A
Hs~Ref:NM_024292.2~uORF:IOH7374,../../antigens/alphafold_pdb/,Q9BZL1.pdb,A
Hs~MGC:BC009699.2~uORF:IOH9878,../../antigens/alphafold_pdb/,P04732.pdb,A
Hs~Ref:NM_006687.2~uORF:IOH10967,../../antigens/alphafold_pdb/,Q9Y615.pdb,A
Hs~Ref:NM_002695.2~uORF:IOH5025,../../antigens/alphafold_pdb/,P19388.pdb,A
Hs~Ref:NM_006923.2~uORF:IOH4099,../../antigens/alphafold_pdb/,Q99470.pdb,A
Hs~MGC:BC029566.1~uORF:IOH21579,../../antigens/alphafold_pdb/,Q96MA1.pdb,A
Hs~Ref:NM_145280.1~uORF:IOH21779,../../antigens/alphafold_pdb/,Q8WXB1.pdb,A
Hs~Ref:NM_031491.1~uORF:IOH23163,../../antigens/alphafold_pdb/,P82980.pdb,A
Hs~MGC:BC018782.1~uORF:IOH23121,../../antigens/alphafold_pdb/,P24001.pdb,A
Hs~Ref:NM_005856.1~uORF:IOH14420,../../antigens/alphafold_pdb/,O60896.pdb,A
Hs~MGC:BC012289.1~uORF:IOH11447,../../antigens/alphafold_pdb/,Q5JSZ5.pdb,A
Hs~Ref:NM_023080.1~uORF:IOH13369,../../antigens/alphafold_pdb/,Q9H7E9.pdb,A
Hs~Ref:NM_006886.2~uORF:IOH3903,../../antigens/alphafold_pdb/,P56381.pdb,A
Hs~MGC:BC029520.1~uORF:IOH22574,../../antigens/alphafold_pdb/,Q8N9V3.pdb,A
Hs~MGC:NM_152471.1~uORF:IOH10190,../../antigens/alphafold_pdb/,Q96FQ7.pdb,A
Hs~MGC:BC020868.1~uORF:IOH12287,../../antigens/alphafold_pdb/,P51692.pdb,A
Hs~MGC:BC006393.1~uORF:IOH6460,../../antigens/alphafold_pdb/,Q66K79.pdb,A
Hs~MGC:BC017356.1~uORF:IOH14096,../../antigens/alphafold_pdb/,P0DOX6.pdb,A
Hs~Ref:NM_138773.1~uORF:IOH10147,../../antigens/alphafold_pdb/,Q96AG3.pdb,A
Hs~Ref:NM_001269.2~uORF:IOH6933,../../antigens/alphafold_pdb/,P18754.pdb,A
Hs~MGC:NM_152266.1~uORF:IOH13579,../../antigens/alphafold_pdb/,Q9BTP7.pdb,A
Hs~Ref:NM_012474.3~uORF:IOH40599,../../antigens/alphafold_pdb/,Q9BZX2.pdb,A
Hs~Ref:NM_016360.1~uORF:IOH6606,../../antigens/alphafold_pdb/,Q9BSH4.pdb,A
Hs~MGC:BC020749.1~uORF:IOH13125,../../antigens/alphafold_pdb/,P40200.pdb,A
Hs~Ref:NM_052838.2~uORF:IOH12732,../../antigens/alphafold_pdb/,Q8WYJ6.pdb,A
Hs~MGC:BC002737.1~uORF:IOH5347,../../antigens/alphafold_pdb/,P63027.pdb,A
Hs~Ref:NM_013332.1~uORF:IOH4831,../../antigens/alphafold_pdb/,Q9Y5L2.pdb,A
Hs~MGC:NM_153326.1~uORF:IOH4326,../../antigens/alphafold_pdb/,P14550.pdb,A
Hs~Ref:NM_144586.1~uORF:IOH13321,../../antigens/alphafold_pdb/,Q8N2G4.pdb,A
Hs~MGC:BC051914.1~uORF:IOH27072,../../antigens/alphafold_pdb/,Q9HB89.pdb,A
Hs~Ref:NM_005926.2~uORF:IOH27077,../../antigens/alphafold_pdb/,P55081.pdb,A
Hs~Ref:NM_182539.1~uORF:IOH27104,../../antigens/alphafold_pdb/,Q5JU00.pdb,A
Hs~Ref:NM_032318.1~uORF:IOH6525,../../antigens/alphafold_pdb/,Q5VZR4.pdb,A
Hs~MGC:BC058843.1~uORF:IOH29501,../../antigens/alphafold_pdb/,Q8IWT0.pdb,A
Hs~MGC:BC027994.1~uORF:IOH11366,../../antigens/alphafold_pdb/,Q9Y297.pdb,A
Hs~MGC:BC056408.1~uORF:IOH29086,../../antigens/alphafold_pdb/,Q16555.pdb,A
Hs~MGC:BC000784.1~uORF:IOH4711,../../antigens/alphafold_pdb/,O15392.pdb,A
Hs~MGC:BC017887.1~uORF:IOH27931,../../antigens/alphafold_pdb/,P60228.pdb,A
Hs~MGC:BC060512.1~uORF:IOH29424,../../antigens/alphafold_pdb/,Q8N614.pdb,A
Hs~MGC:BC052639.1~uORF:IOH29043,../../antigens/alphafold_pdb/,Q8N983.pdb,A
Hs~Ref:NM_006280.1~uORF:IOH2918,../../antigens/alphafold_pdb/,P51571.pdb,A
Hs~Ref:NM_176792.1~uORF:IOH26232,../../antigens/alphafold_pdb/,Q8N983.pdb,A
Hs~MGC:BC060319.1~uORF:IOH29295,../../antigens/alphafold_pdb/,Q9GZP8.pdb,A
Hs~MGC:BC054022.1~uORF:IOH29469,../../antigens/alphafold_pdb/,Q7Z2X7.pdb,A
Hs~MGC:BC052806.1~uORF:IOH28971,../../antigens/alphafold_pdb/,Q7Z7F7.pdb,A
Hs~MGC:BC054021.1~uORF:IOH29457,../../antigens/alphafold_pdb/,Q9H0N5.pdb,A
Hs~Ref:NM_134442.2~uORF:IOH9797,../../antigens/alphafold_pdb/,P16220.pdb,A
Hs~MGC:BC012899.1~uORF:IOH11155,../../antigens/alphafold_pdb/,O00267.pdb,A
Hs~MGC:BC032350.1~uORF:IOH21707,../../antigens/alphafold_pdb/,P01903.pdb,A
Hs~MGC:NM_173605.1~uORF:IOH21690,../../antigens/alphafold_pdb/,Q8N5I3.pdb,A
Hs~MGC:NM_152732.2~uORF:IOH22555,../../antigens/alphafold_pdb/,Q9H1X1.pdb,A
Hs~Ref:NM_032596.3~uORF:IOH11191,../../antigens/alphafold_pdb/,Q8NCR6.pdb,A
Hs~MGC:BC009623.1~uORF:IOH9844,../../antigens/alphafold_pdb/,P06748.pdb,A
Hs~Ref:NM_016271.3~uORF:IOH11194,../../antigens/alphafold_pdb/,Q8WVD3.pdb,A
Hs~MGC:BC035054.2~uORF:IOH27693,../../antigens/alphafold_pdb/,P51157.pdb,A
Hs~MGC:BC033748.1~uORF:IOH21858,../../antigens/alphafold_pdb/,Q6P996.pdb,A
Hs~Ref:NM_148176.1~uORF:IOH4678,../../antigens/alphafold_pdb/,Q13356.pdb,A
Hs~Ref:NM_052950.2~uORF:IOH13317,../../antigens/alphafold_pdb/,Q96P53.pdb,A
Hs~Ref:NM_005376.1~uORF:IOH12533,../../antigens/alphafold_pdb/,P12524.pdb,A
Hs~MGC:NM_173471.1~uORF:IOH10493,../../antigens/alphafold_pdb/,Q70HW3.pdb,A
Hs~MGC:BC009785.1~uORF:IOH14325,../../antigens/alphafold_pdb/,Q6IB77.pdb,A
Hs~Ref:NM_005201.2~uORF:IOH28346,../../antigens/alphafold_pdb/,P51685.pdb,A
Hs~Ref:NM_003177.3~uORF:IOH4914,../../antigens/alphafold_pdb/,P43405.pdb,A
Hs~Ref:NM_003504.3~uORF:IOH6286,../../antigens/alphafold_pdb/,O75419.pdb,A
Hs~Ref:NM_002744.2,../../antigens/alphafold_pdb/,Q05513.pdb,A
Hs~Ref:NM_001721.2,../../antigens/alphafold_pdb/,P51813.pdb,A
Hs~Ref:NM_002613.1,../../antigens/alphafold_pdb/,O15530.pdb,A
Hs~Ref:NM_178813.5~uORF:IOH40109,../../antigens/alphafold_pdb/,Q86UN6.pdb,A
Hs~MGC:BC068446.1~uORF:IOH40110,../../antigens/alphafold_pdb/,Q6NUS8.pdb,A
Hs~Ref:NM_015596.1~uORF:IOH40279,../../antigens/alphafold_pdb/,Q9UKR3.pdb,A
Hs~Ref:NM_207330.1~uORF:IOH40144,../../antigens/alphafold_pdb/,Q6NVV3.pdb,A
Hs~MGC:BC011786.1~uORF:IOH13185,../../antigens/alphafold_pdb/,P09565.pdb,A
Hs~Ref:NM_144659.1~uORF:IOH21795,../../antigens/alphafold_pdb/,Q8TDR4.pdb,A
Hs~MGC:NM_152448.1~uORF:IOH22571,../../antigens/alphafold_pdb/,Q8NHR7.pdb,A
Hs~Ref:NM_022476.1~uORF:IOH3844,../../antigens/alphafold_pdb/,Q9H8T0.pdb,A
Hs~Ref:NM_007254.2~uORF:IOH21884,../../antigens/alphafold_pdb/,Q96T60.pdb,A
Hs~MGC:BC033872.1~uORF:IOH21882,../../antigens/alphafold_pdb/,P30273.pdb,A
Hs~MGC:BC028141.1~uORF:IOH21529,../../antigens/alphafold_pdb/,Q8NB16.pdb,A
Hs~Ref:NM_005627.1~uORF:IOH3192,../../antigens/alphafold_pdb/,O00141.pdb,A
Hs~MGC:BC017328.2~uORF:IOH14721,../../antigens/alphafold_pdb/,Q6RW13.pdb,A
Hs~Ref:NM_005884.2~uORF:IOH2475,../../antigens/alphafold_pdb/,O96013.pdb,A
Hs~Ref:NM_012481.3~uORF:IOH43493,../../antigens/alphafold_pdb/,Q9UKT9.pdb,A
Hs~Ref:NM_001010844.1~uORF:IOH43230,../../antigens/alphafold_pdb/,Q5VVH5.pdb,A
Hs~MGC:NM_006223.2~uORF:IOH43393,../../antigens/alphafold_pdb/,Q9Y237.pdb,A
Hs~Ref:NM_147148.1~uORF:IOH43362,../../antigens/alphafold_pdb/,Q03013.pdb,A
Hs~Ref:NM_139168.1~uORF:IOH37855,../../antigens/alphafold_pdb/,Q8WXA9.pdb,A
Hs~MGC:BC053533.1~uORF:IOH39790,../../antigens/alphafold_pdb/,Q7Z6M4.pdb,A
Hs~Ref:NM_033332.1~uORF:IOH37777,../../antigens/alphafold_pdb/,O60729.pdb,A
Hs~MGC:BC067301.1~uORF:IOH40043,../../antigens/alphafold_pdb/,Q03989.pdb,A
Hs~Ref:NM_004527.2~uORF:IOH40231,../../antigens/alphafold_pdb/,P50221.pdb,A
Hs~Ref:NM_144647.2~uORF:IOH40190,../../antigens/alphafold_pdb/,Q8WWF8.pdb,A
Hs~MGC:BC069451.1~uORF:IOH40263,../../antigens/alphafold_pdb/,P09466.pdb,A
Hs~Ref:NM_000496.1~uORF:IOH40269,../../antigens/alphafold_pdb/,P43320.pdb,A
Hs~Ref:NM_020370.1~uORF:IOH13496,../../antigens/alphafold_pdb/,Q9NQS5.pdb,A
Hs~Ref:NM_014270.3~uORF:IOH12317,../../antigens/alphafold_pdb/,P82251.pdb,A
Hs~Ref:NM_175067.1~uORF:IOH28332,../../antigens/alphafold_pdb/,Q96RI8.pdb,A
Hs~Ref:NM_006669.2~uORF:IOH13341,../../antigens/alphafold_pdb/,Q8NHL6.pdb,A
Hs~Ref:NM_021640.2~uORF:IOH28884,../../antigens/alphafold_pdb/,Q9HB07.pdb,A
Hs~MGC:BC050543.1~uORF:IOH26964,../../antigens/alphafold_pdb/,Q86XD5.pdb,A
Hs~Ref:NM_000784.2~uORF:IOH28889,../../antigens/alphafold_pdb/,Q02318.pdb,A
Hs~Ref:NM_014155.2~uORF:IOH26778,../../antigens/alphafold_pdb/,Q8NCP5.pdb,A
Hs~Ref:NM_178571.2~uORF:IOH26524,../../antigens/alphafold_pdb/,Q86UD7.pdb,A
Hs~Ref:NM_173665.1~uORF:IOH27294,../../antigens/alphafold_pdb/,Q8IV33.pdb,A
Hs~MGC:BC035282.1~uORF:IOH28668,../../antigens/alphafold_pdb/,Q8NCG5.pdb,A
Hs~Ref:NM_152595.3~uORF:IOH35990,../../antigens/alphafold_pdb/,Q96DM1.pdb,A
Hs~Ref:NM_001764.1~uORF:IOH35547,../../antigens/alphafold_pdb/,P29016.pdb,A
Hs~MGC:BC002920.2~uORF:IOH5738,../../antigens/alphafold_pdb/,Q8NG11.pdb,A
Hs~Ref:NM_032323.1~uORF:IOH6644,../../antigens/alphafold_pdb/,Q9BSE2.pdb,A
Hs~Ref:NM_006993.1~uORF:IOH29468,../../antigens/alphafold_pdb/,O75607.pdb,A
Hs~MGC:BC032008.1~uORF:IOH22169,../../antigens/alphafold_pdb/,Q8N5N7.pdb,A
Hs~MGC:BC018111.1~uORF:IOH11272,../../antigens/alphafold_pdb/,Q9P1W9.pdb,A
Hs~Ref:NM_022372.2~uORF:IOH11516,../../antigens/alphafold_pdb/,Q9BVC4.pdb,A
Hs~Ref:NM_000984.2~uORF:IOH13591,../../antigens/alphafold_pdb/,P62750.pdb,A
Hs~MGC:BC017012.1~uORF:IOH11877,../../antigens/alphafold_pdb/,Q96ST2.pdb,A
Hs~MGC:BC013630.1~uORF:IOH10193,../../antigens/alphafold_pdb/,Q13155.pdb,A
Hs~Ref:NM_004240.2~uORF:IOH12722,../../antigens/alphafold_pdb/,Q15642.pdb,A
Hs~MGC:BC013186.1~uORF:IOH10890,../../antigens/alphafold_pdb/,Q6JBY9.pdb,A
Hs~Ref:NM_003437.2~uORF:IOH6661,../../antigens/alphafold_pdb/,P52737.pdb,A
Hs~MGC:BC014847.1~uORF:IOH11791,../../antigens/alphafold_pdb/,O43929.pdb,A
Hs~MGC:BC016327.1~uORF:IOH13232,../../antigens/alphafold_pdb/,Q9H1M0.pdb,A
Hs~Ref:NM_013443.2~uORF:IOH6716,../../antigens/alphafold_pdb/,Q969X2.pdb,A
Hs~Ref:NM_018410.2~uORF:IOH5020,../../antigens/alphafold_pdb/,Q8NCD3.pdb,A
Hs~Ref:NM_001894.2~uORF:IOH21160,../../antigens/alphafold_pdb/,P49674.pdb,A
Hs~Ref:NM_025136.1~uORF:IOH6524,../../antigens/alphafold_pdb/,Q9H6K4.pdb,A
Hs~Ref:NM_023931.1~uORF:IOH3950,../../antigens/alphafold_pdb/,Q9BV97.pdb,A
Hs~MGC:BC005982.1~uORF:IOH7502,../../antigens/alphafold_pdb/,P62937.pdb,A
Hs~Ref:NM_002391.1~uORF:IOH13794,../../antigens/alphafold_pdb/,P21741.pdb,A
Hs~Ref:NM_018327.1~uORF:IOH14250,../../antigens/alphafold_pdb/,Q9NUV7.pdb,A
Hs~Ref:NM_014734.2~uORF:IOH39813,../../antigens/alphafold_pdb/,Q92537.pdb,A
Hs~MGC:BC022895.1~uORF:IOH12258,../../antigens/alphafold_pdb/,Q9BY19.pdb,A
Hs~Ref:NM_138785.1~uORF:IOH12456,../../antigens/alphafold_pdb/,Q9NU53.pdb,A
Hs~Ref:NM_005185.1~uORF:IOH22362,../../antigens/alphafold_pdb/,P27482.pdb,A
Hs~Ref:NM_012420.1~uORF:IOH22625,../../antigens/alphafold_pdb/,Q13325.pdb,A
