nodo:ID,:LABEL
XN_1070,PROTEIN2
XN_1071,PROTEIN2
XN_1072,PROTEIN2
XN_1073,PROTEIN2
XN_1074,PROTEIN2
XN_1075,PROTEIN2
XN_1076,PROTEIN2
XN_1077,PROTEIN2
XN_1078,PROTEIN2
XN_1079,PROTEIN2
XN_1080,PROTEIN2
XN_1081,PROTEIN2
XN_1082,PROTEIN2
XN_1083,PROTEIN2
XN_1084,PROTEIN2
XN_1085,PROTEIN2
XN_1086,PROTEIN2
XN_1087,PROTEIN2
XN_1088,PROTEIN2
XN_1089,PROTEIN2
XN_1090,PROTEIN2
XN_1091,PROTEIN2
XN_1092,PROTEIN2
XN_1093,PROTEIN2
XN_1094,PROTEIN2
XN_1095,PROTEIN2
XN_1096,PROTEIN2
XN_1097,PROTEIN2
XN_1098,PROTEIN2
XN_1099,PROTEIN2
XN_1100,PROTEIN2
XN_1101,PROTEIN2
XN_1102,PROTEIN2
XN_1103,PROTEIN2
XN_1104,PROTEIN2
XN_1105,PROTEIN2
XN_1106,PROTEIN2
XN_1107,PROTEIN2
XN_1108,PROTEIN2
XN_1109,PROTEIN2
XN_1110,PROTEIN2
XN_1111,PROTEIN2
XN_1112,PROTEIN2
XN_1113,PROTEIN2
XN_1114,PROTEIN2
XN_1115,PROTEIN2
XN_1116,PROTEIN2
XN_1117,PROTEIN2
XN_1118,PROTEIN2
XN_1119,PROTEIN2
XN_1120,PROTEIN2
XN_1121,PROTEIN2
XN_1122,PROTEIN2
XN_1123,PROTEIN2
XN_1124,PROTEIN2
XN_1125,PROTEIN2
XN_1126,PROTEIN2
XN_1127,PROTEIN2
XN_1128,PROTEIN2
XN_1129,PROTEIN2
XN_1130,PROTEIN2
XN_1131,PROTEIN2
XN_1132,PROTEIN2
XN_1133,PROTEIN2
XN_1134,PROTEIN2
XN_1135,PROTEIN2
XN_1136,PROTEIN2
XN_1137,PROTEIN2
XN_1138,PROTEIN2
XN_1139,PROTEIN2
XN_1140,PROTEIN2
XN_1141,PROTEIN2
XN_1142,PROTEIN2
XN_1143,PROTEIN2
XN_1144,PROTEIN2
XN_1145,PROTEIN2
XN_1146,PROTEIN2
XN_1147,PROTEIN2
XN_1148,PROTEIN2
XN_1149,PROTEIN2
XN_1150,PROTEIN2
XN_1151,PROTEIN2
XN_1152,PROTEIN2
XN_1153,PROTEIN2
XN_1154,PROTEIN2
XN_1155,PROTEIN2
XN_1156,PROTEIN2
XN_1157,PROTEIN2
XN_1158,PROTEIN2
XN_1159,PROTEIN2
XN_1160,PROTEIN2
XN_1161,PROTEIN2
XN_1162,PROTEIN2
XN_1163,PROTEIN2
XN_1164,PROTEIN2
XN_1165,PROTEIN2
XN_1166,PROTEIN2
XN_1167,PROTEIN2
XN_1168,PROTEIN2
XN_1169,PROTEIN2
XN_1170,PROTEIN2
XN_1171,PROTEIN2
XN_1172,PROTEIN2
XN_1173,PROTEIN2
XN_1174,PROTEIN2
XN_1175,PROTEIN2
XN_1176,PROTEIN2
XN_1177,PROTEIN2
XN_1178,PROTEIN2
XN_1179,PROTEIN2
XN_1180,PROTEIN2
XN_1181,PROTEIN2
XN_1182,PROTEIN2
XN_1183,PROTEIN2
XN_1184,PROTEIN2
XN_1185,PROTEIN2
XN_1186,PROTEIN2
XN_1187,PROTEIN2
XN_1188,PROTEIN2
XN_1189,PROTEIN2
XN_1190,PROTEIN2
XN_1191,PROTEIN2
XN_1192,PROTEIN2
XN_1193,PROTEIN2
XN_1194,PROTEIN2
XN_1195,PROTEIN2
XN_1196,PROTEIN2
XN_1197,PROTEIN2
XN_1198,PROTEIN2
XN_1199,PROTEIN2
XN_1200,PROTEIN2
XN_1201,PROTEIN2
XN_1202,PROTEIN2
XN_1203,PROTEIN2
XN_1204,PROTEIN2
XN_1205,PROTEIN2
XN_1206,PROTEIN2
XN_1207,PROTEIN2
XN_1208,PROTEIN2
XN_1209,PROTEIN2
XN_1210,PROTEIN2
XN_1211,PROTEIN2
XN_1212,PROTEIN2
XN_1213,PROTEIN2
XN_1214,PROTEIN2
XN_1215,PROTEIN2
XN_1216,PROTEIN2
XN_1217,PROTEIN2
XN_1218,PROTEIN2
XN_1219,PROTEIN2
XN_1220,PROTEIN2
XN_1221,PROTEIN2
XN_1222,PROTEIN2
XN_1223,PROTEIN2
XN_1224,PROTEIN2
XN_1225,PROTEIN2
XN_1226,PROTEIN2
XN_1227,PROTEIN2
XN_1228,PROTEIN2
XN_1229,PROTEIN2
XN_1230,PROTEIN2
XN_1231,PROTEIN2
XN_1232,PROTEIN2
XN_1233,PROTEIN2
XN_1234,PROTEIN2
XN_1235,PROTEIN2
XN_1236,PROTEIN2
XN_1237,PROTEIN2
XN_1238,PROTEIN2
XN_1239,PROTEIN2
XN_1240,PROTEIN2
XN_1241,PROTEIN2
XN_1242,PROTEIN2
XN_1243,PROTEIN2
XN_1244,PROTEIN2
XN_1245,PROTEIN2
XN_1246,PROTEIN2
XN_1247,PROTEIN2
XN_1248,PROTEIN2
XN_1249,PROTEIN2
XN_1250,PROTEIN2
XN_1251,PROTEIN2
XN_1252,PROTEIN2
XN_1253,PROTEIN2
XN_1254,PROTEIN2
XN_1255,PROTEIN2
XN_1256,PROTEIN2
XN_1257,PROTEIN2
XN_1258,PROTEIN2
XN_1259,PROTEIN2
XN_1260,PROTEIN2
XN_1261,PROTEIN2
XN_1262,PROTEIN2
XN_1263,PROTEIN2
XN_1264,PROTEIN2
XN_1265,PROTEIN2
XN_1266,PROTEIN2
XN_1267,PROTEIN2
XN_1268,PROTEIN2
XN_1269,PROTEIN2
XN_1270,PROTEIN2
XN_1271,PROTEIN2
XN_1272,PROTEIN2
XN_1273,PROTEIN2
XN_1274,PROTEIN2
XN_1275,PROTEIN2
XN_1276,PROTEIN2
XN_1277,PROTEIN2
XN_1278,PROTEIN2
XN_1279,PROTEIN2
XN_1280,PROTEIN2
XN_1281,PROTEIN2
XN_1282,PROTEIN2
XN_1283,PROTEIN2
XN_1284,PROTEIN2
XN_1285,PROTEIN2
XN_1286,PROTEIN2
XN_1287,PROTEIN2
XN_1288,PROTEIN2
XN_1289,PROTEIN2
XN_1290,PROTEIN2
XN_1291,PROTEIN2
XN_1292,PROTEIN2
XN_1293,PROTEIN2
XN_1294,PROTEIN2
XN_1295,PROTEIN2
XN_1296,PROTEIN2
XN_1297,PROTEIN2
XN_1298,PROTEIN2
XN_1299,PROTEIN2
XN_1300,PROTEIN2
XN_1301,PROTEIN2
XN_1302,PROTEIN2
XN_1303,PROTEIN2
XN_1304,PROTEIN2
XN_1305,PROTEIN2
XN_1306,PROTEIN2
XN_1307,PROTEIN2
XN_1308,PROTEIN2
XN_1309,PROTEIN2
XN_1310,PROTEIN2
XN_1311,PROTEIN2
XN_1312,PROTEIN2
XN_1313,PROTEIN2
XN_1314,PROTEIN2
XN_1315,PROTEIN2
XN_1316,PROTEIN2
XN_1317,PROTEIN2
XN_1318,PROTEIN2
XN_1319,PROTEIN2
XN_1320,PROTEIN2
XN_1321,PROTEIN2
XN_1322,PROTEIN2
XN_1323,PROTEIN2
XN_1324,PROTEIN2
XN_1325,PROTEIN2
XN_1326,PROTEIN2
XN_1327,PROTEIN2
XN_1328,PROTEIN2
XN_1329,PROTEIN2
XN_1330,PROTEIN2
XN_1331,PROTEIN2
XN_1332,PROTEIN2
XN_1333,PROTEIN2
XN_1334,PROTEIN2
XN_1335,PROTEIN2
XN_1336,PROTEIN2
XN_1337,PROTEIN2
XN_1338,PROTEIN2
XN_1339,PROTEIN2
XN_1340,PROTEIN2
XN_1341,PROTEIN2
XN_1342,PROTEIN2
XN_1343,PROTEIN2
XN_1344,PROTEIN2
XN_1345,PROTEIN2
XN_1346,PROTEIN2
XN_1347,PROTEIN2
XN_1348,PROTEIN2
XN_1349,PROTEIN2
XN_1350,PROTEIN2
XN_1351,PROTEIN2
XN_1352,PROTEIN2
XN_1353,PROTEIN2
XN_1354,PROTEIN2
XN_1355,PROTEIN2
XN_1356,PROTEIN2
XN_1357,PROTEIN2
XN_1358,PROTEIN2
XN_1359,PROTEIN2
XN_1360,PROTEIN2
XN_1361,PROTEIN2
XN_1362,PROTEIN2
XN_1363,PROTEIN2
XN_1364,PROTEIN2
XN_1365,PROTEIN2
XN_1366,PROTEIN2
XN_1367,PROTEIN2
XN_1368,PROTEIN2
XN_1369,PROTEIN2
XN_1370,PROTEIN2
XN_1371,PROTEIN2
XN_1372,PROTEIN2
XN_1373,PROTEIN2
XN_1374,PROTEIN2
XN_1375,PROTEIN2
XN_1376,PROTEIN2
XN_1377,PROTEIN2
XN_1378,PROTEIN2
XN_1379,PROTEIN2
XN_1380,PROTEIN2
XN_1381,PROTEIN2
XN_1382,PROTEIN2
XN_1383,PROTEIN2
XN_1384,PROTEIN2
XN_1385,PROTEIN2
XN_1386,PROTEIN2
XN_1387,PROTEIN2
XN_1388,PROTEIN2
XN_1389,PROTEIN2
XN_1390,PROTEIN2
XN_1391,PROTEIN2
XN_1392,PROTEIN2
XN_1393,PROTEIN2
XN_1394,PROTEIN2
XN_1395,PROTEIN2
XN_1396,PROTEIN2
XN_1397,PROTEIN2
XN_1398,PROTEIN2
XN_1399,PROTEIN2
XN_1400,PROTEIN2
XN_1401,PROTEIN2
XN_1402,PROTEIN2
XN_1403,PROTEIN2
XN_1404,PROTEIN2
XN_1405,PROTEIN2
XN_1406,PROTEIN2
XN_1407,PROTEIN2
XN_1408,PROTEIN2
XN_1409,PROTEIN2
XN_1410,PROTEIN2
XN_1411,PROTEIN2
XN_1412,PROTEIN2
XN_1413,PROTEIN2
XN_1414,PROTEIN2
XN_1415,PROTEIN2
XN_1416,PROTEIN2
XN_1417,PROTEIN2
XN_1418,PROTEIN2
XN_1419,PROTEIN2
XN_1420,PROTEIN2
XN_1421,PROTEIN2
XN_1422,PROTEIN2
XN_1423,PROTEIN2
XN_1424,PROTEIN2
XN_1425,PROTEIN2
XN_1426,PROTEIN2
XN_1427,PROTEIN2
XN_1428,PROTEIN2
XN_1429,PROTEIN2
XN_1430,PROTEIN2
XN_1431,PROTEIN2
XN_1432,PROTEIN2
XN_1433,PROTEIN2
XN_1434,PROTEIN2
XN_1435,PROTEIN2
XN_1436,PROTEIN2
XN_1437,PROTEIN2
XN_1438,PROTEIN2
XN_1439,PROTEIN2
XN_1440,PROTEIN2
XN_1441,PROTEIN2
XN_1442,PROTEIN2
XN_1443,PROTEIN2
XN_1444,PROTEIN2
XN_1445,PROTEIN2
XN_1446,PROTEIN2
XN_1447,PROTEIN2
XN_1448,PROTEIN2
XN_1449,PROTEIN2
XN_1450,PROTEIN2
XN_1451,PROTEIN2
XN_1452,PROTEIN2
XN_1453,PROTEIN2
XN_1454,PROTEIN2
XN_1455,PROTEIN2
XN_1456,PROTEIN2
XN_1457,PROTEIN2
XN_1458,PROTEIN2
XN_1459,PROTEIN2
XN_1460,PROTEIN2
XN_1461,PROTEIN2
XN_1462,PROTEIN2
XN_1463,PROTEIN2
XN_1464,PROTEIN2
XN_1465,PROTEIN2
XN_1466,PROTEIN2
XN_1467,PROTEIN2
XN_1468,PROTEIN2
XN_1469,PROTEIN2
XN_1470,PROTEIN2
XN_1471,PROTEIN2
XN_1472,PROTEIN2
XN_1473,PROTEIN2
XN_1474,PROTEIN2
XN_1475,PROTEIN2
XN_1476,PROTEIN2
XN_1477,PROTEIN2
XN_1478,PROTEIN2
XN_1479,PROTEIN2
XN_1480,PROTEIN2
XN_1481,PROTEIN2
XN_1482,PROTEIN2
XN_1483,PROTEIN2
XN_1484,PROTEIN2
XN_1485,PROTEIN2
XN_1486,PROTEIN2
XN_1487,PROTEIN2
XN_1488,PROTEIN2
XN_1489,PROTEIN2
XN_1490,PROTEIN2
XN_1491,PROTEIN2
XN_1492,PROTEIN2
XN_1493,PROTEIN2
XN_1494,PROTEIN2
XN_1495,PROTEIN2
XN_1496,PROTEIN2
XN_1497,PROTEIN2
XN_1498,PROTEIN2
XN_1499,PROTEIN2
XN_1500,PROTEIN2
XN_1501,PROTEIN2
XN_1502,PROTEIN2
XN_1503,PROTEIN2
XN_1504,PROTEIN2
XN_1505,PROTEIN2
XN_1506,PROTEIN2
XN_1507,PROTEIN2
XN_1508,PROTEIN2
XN_1509,PROTEIN2
XN_1510,PROTEIN2
XN_1511,PROTEIN2
XN_1512,PROTEIN2
XN_1513,PROTEIN2
XN_1514,PROTEIN2
XN_1515,PROTEIN2
XN_1516,PROTEIN2
XN_1517,PROTEIN2
XN_1518,PROTEIN2
XN_1519,PROTEIN2
XN_1520,PROTEIN2
XN_1521,PROTEIN2
XN_1522,PROTEIN2
XN_1523,PROTEIN2
XN_1524,PROTEIN2
XN_1525,PROTEIN2
XN_1526,PROTEIN2
XN_1527,PROTEIN2
XN_1528,PROTEIN2
XN_1529,PROTEIN2
XN_1530,PROTEIN2
XN_1531,PROTEIN2
XN_1532,PROTEIN2
XN_1533,PROTEIN2
XN_1534,PROTEIN2
XN_1535,PROTEIN2
XN_1536,PROTEIN2
XN_1537,PROTEIN2
XN_1538,PROTEIN2
XN_1539,PROTEIN2
XN_1540,PROTEIN2
XN_1541,PROTEIN2
XN_1542,PROTEIN2
XN_1543,PROTEIN2
XN_1544,PROTEIN2
XN_1545,PROTEIN2
XN_1546,PROTEIN2
XN_1547,PROTEIN2
XN_1548,PROTEIN2
XN_1549,PROTEIN2
XN_1550,PROTEIN2
XN_1551,PROTEIN2
XN_1552,PROTEIN2
XN_1553,PROTEIN2
XN_1554,PROTEIN2
XN_1555,PROTEIN2
XN_1556,PROTEIN2
XN_1557,PROTEIN2
XN_1558,PROTEIN2
XN_1559,PROTEIN2
XN_1560,PROTEIN2
XN_1561,PROTEIN2
XN_1562,PROTEIN2
XN_1563,PROTEIN2
XN_1564,PROTEIN2
XN_1565,PROTEIN2
XN_1566,PROTEIN2
XN_1567,PROTEIN2
XN_1568,PROTEIN2
XN_1569,PROTEIN2
XN_1570,PROTEIN2
XN_1571,PROTEIN2
XN_1572,PROTEIN2
XN_1573,PROTEIN2
XN_1574,PROTEIN2
XN_1575,PROTEIN2
XN_1576,PROTEIN2
XN_1577,PROTEIN2
XN_1578,PROTEIN2
XN_1579,PROTEIN2
XN_1580,PROTEIN2
XN_1581,PROTEIN2
XN_1582,PROTEIN2
XN_1583,PROTEIN2
XN_1584,PROTEIN2
XN_1585,PROTEIN2
XN_1586,PROTEIN2
XN_1587,PROTEIN2
XN_1588,PROTEIN2
XN_1589,PROTEIN2
XN_1590,PROTEIN2
XN_1591,PROTEIN2
XN_1592,PROTEIN2
XN_1593,PROTEIN2
XN_1594,PROTEIN2
XN_1595,PROTEIN2
XN_1596,PROTEIN2
XN_1597,PROTEIN2
XN_1598,PROTEIN2
XN_1599,PROTEIN2
XN_1600,PROTEIN2
XN_1601,PROTEIN2
XN_1602,PROTEIN2
XN_1603,PROTEIN2
XN_1604,PROTEIN2
XN_1605,PROTEIN2
XN_1606,PROTEIN2
XN_1607,PROTEIN2
XN_1608,PROTEIN2
XN_1609,PROTEIN2
XN_1610,PROTEIN2
XN_1611,PROTEIN2
XN_1612,PROTEIN2
XN_1613,PROTEIN2
XN_1614,PROTEIN2
XN_1615,PROTEIN2
XN_1616,PROTEIN2
XN_1617,PROTEIN2
XN_1618,PROTEIN2
XN_1619,PROTEIN2
XN_1620,PROTEIN2
XN_1621,PROTEIN2
XN_1622,PROTEIN2
XN_1623,PROTEIN2
XN_1624,PROTEIN2
XN_1625,PROTEIN2
XN_1626,PROTEIN2
XN_1627,PROTEIN2
XN_1628,PROTEIN2
XN_1629,PROTEIN2
XN_1630,PROTEIN2
XN_1631,PROTEIN2
XN_1632,PROTEIN2
XN_1633,PROTEIN2
XN_1634,PROTEIN2
XN_1635,PROTEIN2
XN_1636,PROTEIN2
XN_1637,PROTEIN2
XN_1638,PROTEIN2
XN_1639,PROTEIN2
XN_1640,PROTEIN2
XN_1641,PROTEIN2
XN_1642,PROTEIN2
XN_1643,PROTEIN2
XN_1644,PROTEIN2
XN_1645,PROTEIN2
XN_1646,PROTEIN2
XN_1647,PROTEIN2
XN_1648,PROTEIN2
XN_1649,PROTEIN2
XN_1650,PROTEIN2
XN_1651,PROTEIN2
XN_1652,PROTEIN2
XN_1653,PROTEIN2
XN_1654,PROTEIN2
XN_1655,PROTEIN2
XN_1656,PROTEIN2
XN_1657,PROTEIN2
XN_1658,PROTEIN2
XN_1659,PROTEIN2
XN_1660,PROTEIN2
XN_1661,PROTEIN2
XN_1662,PROTEIN2
XN_1663,PROTEIN2
XN_1664,PROTEIN2
XN_1665,PROTEIN2
XN_1666,PROTEIN2
XN_1667,PROTEIN2
XN_1668,PROTEIN2
XN_1669,PROTEIN2
XN_1670,PROTEIN2
XN_1671,PROTEIN2
XN_1672,PROTEIN2
XN_1673,PROTEIN2
XN_1674,PROTEIN2
XN_1675,PROTEIN2
XN_1676,PROTEIN2
XN_1677,PROTEIN2
XN_1678,PROTEIN2
XN_1679,PROTEIN2
XN_1680,PROTEIN2
XN_1681,PROTEIN2
XN_1682,PROTEIN2
XN_1683,PROTEIN2
XN_1684,PROTEIN2
XN_1685,PROTEIN2
XN_1686,PROTEIN2
XN_1687,PROTEIN2
XN_1688,PROTEIN2
XN_1689,PROTEIN2
XN_1690,PROTEIN2
XN_1691,PROTEIN2
XN_1692,PROTEIN2
XN_1693,PROTEIN2
XN_1694,PROTEIN2
XN_1695,PROTEIN2
XN_1696,PROTEIN2
XN_1697,PROTEIN2
XN_1698,PROTEIN2
XN_1699,PROTEIN2
XN_1700,PROTEIN2
XN_1701,PROTEIN2
XN_1702,PROTEIN2
XN_1703,PROTEIN2
XN_1704,PROTEIN2
XN_1705,PROTEIN2
XN_1706,PROTEIN2
XN_1707,PROTEIN2
XN_1708,PROTEIN2
XN_1709,PROTEIN2
XN_1710,PROTEIN2
XN_1711,PROTEIN2
XN_1712,PROTEIN2
XN_1713,PROTEIN2
XN_1714,PROTEIN2
XN_1715,PROTEIN2
XN_1716,PROTEIN2
XN_1717,PROTEIN2
XN_1718,PROTEIN2
XN_1719,PROTEIN2
XN_1720,PROTEIN2
XN_1721,PROTEIN2
XN_1722,PROTEIN2
XN_1723,PROTEIN2
XN_1724,PROTEIN2
XN_1725,PROTEIN2
XN_1726,PROTEIN2
XN_1727,PROTEIN2
XN_1728,PROTEIN2
XN_1729,PROTEIN2
XN_1730,PROTEIN2
XN_1731,PROTEIN2
XN_1732,PROTEIN2
XN_1733,PROTEIN2
XN_1734,PROTEIN2
XN_1735,PROTEIN2
XN_1736,PROTEIN2
XN_1737,PROTEIN2
XN_1738,PROTEIN2
XN_1739,PROTEIN2
XN_1740,PROTEIN2
XN_1741,PROTEIN2
XN_1742,PROTEIN2
XN_1743,PROTEIN2
XN_1744,PROTEIN2
XN_1745,PROTEIN2
XN_1746,PROTEIN2
XN_1747,PROTEIN2
XN_1748,PROTEIN2
XN_1749,PROTEIN2
XN_1750,PROTEIN2
XN_1751,PROTEIN2
XN_1752,PROTEIN2
XN_1753,PROTEIN2
XN_1754,PROTEIN2
XN_1755,PROTEIN2
XN_1756,PROTEIN2
XN_1757,PROTEIN2
XN_1758,PROTEIN2
XN_1759,PROTEIN2
XN_1760,PROTEIN2
XN_1761,PROTEIN2
XN_1762,PROTEIN2
XN_1763,PROTEIN2
XN_1764,PROTEIN2
XN_1765,PROTEIN2
XN_1766,PROTEIN2
XN_1767,PROTEIN2
XN_1768,PROTEIN2
XN_1769,PROTEIN2
XN_1770,PROTEIN2
XN_1771,PROTEIN2
XN_1772,PROTEIN2
XN_1773,PROTEIN2
XN_1774,PROTEIN2
XN_1775,PROTEIN2
XN_1776,PROTEIN2
XN_1777,PROTEIN2
XN_1778,PROTEIN2
XN_1779,PROTEIN2
XN_1780,PROTEIN2
XN_1781,PROTEIN2
XN_1782,PROTEIN2
XN_1783,PROTEIN2
XN_1784,PROTEIN2
XN_1785,PROTEIN2
XN_1786,PROTEIN2
XN_1787,PROTEIN2
XN_1788,PROTEIN2
XN_1789,PROTEIN2
XN_1790,PROTEIN2
XN_1791,PROTEIN2
XN_1792,PROTEIN2
XN_1793,PROTEIN2
XN_1794,PROTEIN2
XN_1795,PROTEIN2
XN_1796,PROTEIN2
XN_1797,PROTEIN2
XN_1798,PROTEIN2
XN_1799,PROTEIN2
XN_1800,PROTEIN2
XN_1801,PROTEIN2
XN_1802,PROTEIN2
XN_1803,PROTEIN2
XN_1804,PROTEIN2
XN_1805,PROTEIN2
XN_1806,PROTEIN2
XN_1807,PROTEIN2
XN_1808,PROTEIN2
XN_1809,PROTEIN2
XN_1810,PROTEIN2
XN_1811,PROTEIN2
XN_1812,PROTEIN2
XN_1813,PROTEIN2
XN_1814,PROTEIN2
XN_1815,PROTEIN2
XN_1816,PROTEIN2
XN_1817,PROTEIN2
XN_1818,PROTEIN2
XN_1819,PROTEIN2
XN_1820,PROTEIN2
XN_1821,PROTEIN2
XN_1822,PROTEIN2
XN_1823,PROTEIN2
XN_1824,PROTEIN2
XN_1825,PROTEIN2
XN_1826,PROTEIN2
XN_1827,PROTEIN2
XN_1828,PROTEIN2
XN_1829,PROTEIN2
XN_1830,PROTEIN2
XN_1831,PROTEIN2
XN_1832,PROTEIN2
XN_1833,PROTEIN2
XN_1834,PROTEIN2
XN_1835,PROTEIN2
XN_1836,PROTEIN2
XN_1837,PROTEIN2
XN_1838,PROTEIN2
XN_1839,PROTEIN2
XN_1840,PROTEIN2
XN_1841,PROTEIN2
XN_1842,PROTEIN2
XN_1843,PROTEIN2
XN_1844,PROTEIN2
XN_1845,PROTEIN2
XN_1846,PROTEIN2
XN_1847,PROTEIN2
XN_1848,PROTEIN2
XN_1849,PROTEIN2
XN_1850,PROTEIN2
XN_1851,PROTEIN2
XN_1852,PROTEIN2
XN_1853,PROTEIN2
XN_1854,PROTEIN2
XN_1855,PROTEIN2
XN_1856,PROTEIN2
XN_1857,PROTEIN2
XN_1858,PROTEIN2
XN_1859,PROTEIN2
XN_1860,PROTEIN2
XN_1861,PROTEIN2
XN_1862,PROTEIN2
XN_1863,PROTEIN2
XN_1864,PROTEIN2
XN_1865,PROTEIN2
XN_1866,PROTEIN2
XN_1867,PROTEIN2
XN_1868,PROTEIN2
XN_1869,PROTEIN2
XN_1870,PROTEIN2
XN_1871,PROTEIN2
XN_1872,PROTEIN2
XN_1873,PROTEIN2
XN_1874,PROTEIN2
XN_1875,PROTEIN2
XN_1876,PROTEIN2
XN_1877,PROTEIN2
XN_1878,PROTEIN2
XN_1879,PROTEIN2
XN_1880,PROTEIN2
XN_1881,PROTEIN2
XN_1882,PROTEIN2
XN_1883,PROTEIN2
XN_1884,PROTEIN2
XN_1885,PROTEIN2
XN_1886,PROTEIN2
XN_1887,PROTEIN2
XN_1888,PROTEIN2
XN_1889,PROTEIN2
XN_1890,PROTEIN2
XN_1891,PROTEIN2
XN_1892,PROTEIN2
XN_1893,PROTEIN2
XN_1894,PROTEIN2
XN_1895,PROTEIN2
XN_1896,PROTEIN2
XN_1897,PROTEIN2
XN_1898,PROTEIN2
XN_1899,PROTEIN2
XN_1900,PROTEIN2
XN_1901,PROTEIN2
XN_1902,PROTEIN2
XN_1903,PROTEIN2
XN_1904,PROTEIN2
XN_1905,PROTEIN2
XN_1906,PROTEIN2
XN_1907,PROTEIN2
XN_1908,PROTEIN2
XN_1909,PROTEIN2
XN_1910,PROTEIN2
XN_1911,PROTEIN2
XN_1912,PROTEIN2
XN_1913,PROTEIN2
XN_1914,PROTEIN2
XN_1915,PROTEIN2
XN_1916,PROTEIN2
XN_1917,PROTEIN2
XN_1918,PROTEIN2
XN_1919,PROTEIN2
XN_1920,PROTEIN2
XN_1921,PROTEIN2
XN_1922,PROTEIN2
XN_1923,PROTEIN2
XN_1924,PROTEIN2
XN_1925,PROTEIN2
XN_1926,PROTEIN2
XN_1927,PROTEIN2
XN_1928,PROTEIN2
XN_1929,PROTEIN2
XN_1930,PROTEIN2
XN_1931,PROTEIN2
XN_1932,PROTEIN2
XN_1933,PROTEIN2
XN_1934,PROTEIN2
XN_1935,PROTEIN2
XN_1936,PROTEIN2
XN_1937,PROTEIN2
XN_1938,PROTEIN2
XN_1939,PROTEIN2
XN_1940,PROTEIN2
XN_1941,PROTEIN2
XN_1942,PROTEIN2
XN_1943,PROTEIN2
XN_1944,PROTEIN2
XN_1945,PROTEIN2
XN_1946,PROTEIN2
XN_1947,PROTEIN2
XN_1948,PROTEIN2
XN_1949,PROTEIN2
XN_1950,PROTEIN2
XN_1951,PROTEIN2
XN_1952,PROTEIN2
XN_1953,PROTEIN2
XN_1954,PROTEIN2
XN_1955,PROTEIN2
XN_1956,PROTEIN2
XN_1957,PROTEIN2
XN_1958,PROTEIN2
XN_1959,PROTEIN2
XN_1960,PROTEIN2
XN_1961,PROTEIN2
XN_1962,PROTEIN2
XN_1963,PROTEIN2
XN_1964,PROTEIN2
XN_1965,PROTEIN2
XN_1966,PROTEIN2
XN_1967,PROTEIN2
XN_1968,PROTEIN2
XN_1969,PROTEIN2
XN_1970,PROTEIN2
XN_1971,PROTEIN2
XN_1972,PROTEIN2
XN_1973,PROTEIN2
XN_1974,PROTEIN2
XN_1975,PROTEIN2
XN_1976,PROTEIN2
XN_1977,PROTEIN2
XN_1978,PROTEIN2
XN_1979,PROTEIN2
XN_1980,PROTEIN2
XN_1981,PROTEIN2
XN_1982,PROTEIN2
XN_1983,PROTEIN2
XN_1984,PROTEIN2
XN_1985,PROTEIN2
XN_1986,PROTEIN2
XN_1987,PROTEIN2
XN_1988,PROTEIN2
XN_1989,PROTEIN2
XN_1990,PROTEIN2
XN_1991,PROTEIN2
XN_1992,PROTEIN2
XN_1993,PROTEIN2
XN_1994,PROTEIN2
XN_1995,PROTEIN2
XN_1996,PROTEIN2
XN_1997,PROTEIN2
XN_1998,PROTEIN2
XN_1999,PROTEIN2
XN_2000,PROTEIN2
XN_2001,PROTEIN2
XN_2002,PROTEIN2
XN_2003,PROTEIN2
XN_2004,PROTEIN2
XN_2005,PROTEIN2
XN_2006,PROTEIN2
XN_2007,PROTEIN2
XN_2008,PROTEIN2
XN_2009,PROTEIN2
XN_2010,PROTEIN2
XN_2011,PROTEIN2
XN_2012,PROTEIN2
XN_2013,PROTEIN2
XN_2014,PROTEIN2
XN_2015,PROTEIN2
XN_2016,PROTEIN2
XN_2017,PROTEIN2
XN_2018,PROTEIN2
XN_2019,PROTEIN2
XN_2020,PROTEIN2
XN_2021,PROTEIN2
XN_2022,PROTEIN2
XN_2023,PROTEIN2
XN_2024,PROTEIN2
XN_2025,PROTEIN2
XN_2026,PROTEIN2
XN_2027,PROTEIN2
XN_2028,PROTEIN2
XN_2029,PROTEIN2
XN_2030,PROTEIN2
XN_2031,PROTEIN2
XN_2032,PROTEIN2
XN_2033,PROTEIN2
XN_2034,PROTEIN2
XN_2035,PROTEIN2
XN_2036,PROTEIN2
XN_2037,PROTEIN2
XN_2038,PROTEIN2
XN_2039,PROTEIN2
XN_2040,PROTEIN2
XN_2041,PROTEIN2
XN_2042,PROTEIN2
XN_2043,PROTEIN2
XN_2044,PROTEIN2
XN_2045,PROTEIN2
XN_2046,PROTEIN2
XN_2047,PROTEIN2
XN_2048,PROTEIN2
XN_2049,PROTEIN2
XN_2050,PROTEIN2
XN_2051,PROTEIN2
XN_2052,PROTEIN2
XN_2053,PROTEIN2
XN_2054,PROTEIN2
XN_2055,PROTEIN2
XN_2056,PROTEIN2
XN_2057,PROTEIN2
XN_2058,PROTEIN2
XN_2059,PROTEIN2
XN_2060,PROTEIN2
XN_2061,PROTEIN2
XN_2062,PROTEIN2
XN_2063,PROTEIN2
XN_2064,PROTEIN2
XN_2065,PROTEIN2
XN_2066,PROTEIN2
XN_2067,PROTEIN2
XN_2068,PROTEIN2
