nodo:ID,:LABEL
N_1248,PROTEIN
N_1249,PROTEIN
N_1250,PROTEIN
N_1251,PROTEIN
N_1252,PROTEIN
N_1253,PROTEIN
N_1254,PROTEIN
N_1255,PROTEIN
N_1256,PROTEIN
N_1257,PROTEIN
N_1258,PROTEIN
N_1259,PROTEIN
N_1260,PROTEIN
N_1261,PROTEIN
N_1262,PROTEIN
N_1263,PROTEIN
N_1264,PROTEIN
N_1265,PROTEIN
N_1266,PROTEIN
N_1267,PROTEIN
N_1268,PROTEIN
N_1269,PROTEIN
N_1270,PROTEIN
N_1271,PROTEIN
N_1272,PROTEIN
N_1273,PROTEIN
N_1274,PROTEIN
N_1275,PROTEIN
N_1276,PROTEIN
N_1277,PROTEIN
N_1278,PROTEIN
N_1279,PROTEIN
N_1280,PROTEIN
N_1281,PROTEIN
N_1282,PROTEIN
N_1283,PROTEIN
N_1284,PROTEIN
N_1285,PROTEIN
N_1286,PROTEIN
N_1287,PROTEIN
N_1288,PROTEIN
N_1289,PROTEIN
N_1290,PROTEIN
N_1291,PROTEIN
N_1292,PROTEIN
N_1293,PROTEIN
N_1294,PROTEIN
N_1295,PROTEIN
N_1296,PROTEIN
N_1297,PROTEIN
N_1298,PROTEIN
N_1299,PROTEIN
N_1300,PROTEIN
N_1301,PROTEIN
N_1302,PROTEIN
N_1303,PROTEIN
N_1304,PROTEIN
N_1305,PROTEIN
N_1306,PROTEIN
N_1307,PROTEIN
N_1308,PROTEIN
N_1309,PROTEIN
N_1310,PROTEIN
N_1311,PROTEIN
N_1312,PROTEIN
N_1313,PROTEIN
N_1314,PROTEIN
N_1315,PROTEIN
N_1316,PROTEIN
N_1317,PROTEIN
N_1318,PROTEIN
N_1319,PROTEIN
N_1320,PROTEIN
N_1321,PROTEIN
N_1322,PROTEIN
N_1323,PROTEIN
N_1324,PROTEIN
N_1325,PROTEIN
N_1326,PROTEIN
N_1327,PROTEIN
N_1328,PROTEIN
N_1329,PROTEIN
N_1330,PROTEIN
N_1331,PROTEIN
N_1332,PROTEIN
N_1333,PROTEIN
N_1334,PROTEIN
N_1335,PROTEIN
N_1336,PROTEIN
N_1337,PROTEIN
N_1338,PROTEIN
N_1339,PROTEIN
N_1340,PROTEIN
N_1341,PROTEIN
N_1342,PROTEIN
N_1343,PROTEIN
N_1344,PROTEIN
N_1345,PROTEIN
N_1346,PROTEIN
N_1347,PROTEIN
N_1348,PROTEIN
N_1349,PROTEIN
N_1350,PROTEIN
N_1351,PROTEIN
N_1352,PROTEIN
N_1353,PROTEIN
N_1354,PROTEIN
N_1355,PROTEIN
N_1356,PROTEIN
N_1357,PROTEIN
N_1358,PROTEIN
N_1359,PROTEIN
N_1360,PROTEIN
N_1361,PROTEIN
N_1362,PROTEIN
N_1363,PROTEIN
N_1364,PROTEIN
N_1365,PROTEIN
N_1366,PROTEIN
N_1367,PROTEIN
N_1368,PROTEIN
N_1369,PROTEIN
N_1370,PROTEIN
N_1371,PROTEIN
N_1372,PROTEIN
N_1373,PROTEIN
N_1374,PROTEIN
N_1375,PROTEIN
N_1376,PROTEIN
N_1377,PROTEIN
N_1378,PROTEIN
N_1379,PROTEIN
N_1380,PROTEIN
N_1381,PROTEIN
N_1382,PROTEIN
N_1383,PROTEIN
N_1384,PROTEIN
N_1385,PROTEIN
N_1386,PROTEIN
N_1387,PROTEIN
N_1388,PROTEIN
N_1389,PROTEIN
N_1390,PROTEIN
N_1391,PROTEIN
N_1392,PROTEIN
N_1393,PROTEIN
N_1394,PROTEIN
N_1395,PROTEIN
N_1396,PROTEIN
N_1397,PROTEIN
N_1398,PROTEIN
N_1399,PROTEIN
N_1400,PROTEIN
N_1401,PROTEIN
N_1402,PROTEIN
N_1403,PROTEIN
N_1404,PROTEIN
N_1405,PROTEIN
N_1406,PROTEIN
N_1407,PROTEIN
N_1408,PROTEIN
N_1409,PROTEIN
N_1410,PROTEIN
N_1411,PROTEIN
N_1412,PROTEIN
N_1413,PROTEIN
N_1414,PROTEIN
N_1415,PROTEIN
N_1416,PROTEIN
N_1417,PROTEIN
N_1418,PROTEIN
N_1419,PROTEIN
N_1420,PROTEIN
N_1421,PROTEIN
N_1422,PROTEIN
N_1423,PROTEIN
N_1424,PROTEIN
N_1425,PROTEIN
N_1426,PROTEIN
N_1427,PROTEIN
N_1428,PROTEIN
N_1429,PROTEIN
N_1430,PROTEIN
N_1431,PROTEIN
N_1432,PROTEIN
N_1433,PROTEIN
N_1434,PROTEIN
N_1435,PROTEIN
N_1436,PROTEIN
N_1437,PROTEIN
N_1438,PROTEIN
N_1439,PROTEIN
N_1440,PROTEIN
N_1441,PROTEIN
N_1442,PROTEIN
N_1443,PROTEIN
N_1444,PROTEIN
N_1445,PROTEIN
N_1446,PROTEIN
N_1447,PROTEIN
N_1448,PROTEIN
N_1449,PROTEIN
N_1450,PROTEIN
N_1451,PROTEIN
N_1452,PROTEIN
N_1453,PROTEIN
N_1454,PROTEIN
N_1455,PROTEIN
N_1456,PROTEIN
N_1457,PROTEIN
N_1458,PROTEIN
N_1459,PROTEIN
N_1460,PROTEIN
N_1461,PROTEIN
N_1462,PROTEIN
N_1463,PROTEIN
N_1464,PROTEIN
N_1465,PROTEIN
N_1466,PROTEIN
N_1467,PROTEIN
N_1468,PROTEIN
N_1469,PROTEIN
N_1470,PROTEIN
N_1471,PROTEIN
N_1472,PROTEIN
N_1473,PROTEIN
N_1474,PROTEIN
N_1475,PROTEIN
N_1476,PROTEIN
N_1477,PROTEIN
N_1478,PROTEIN
N_1479,PROTEIN
N_1480,PROTEIN
N_1481,PROTEIN
N_1482,PROTEIN
N_1483,PROTEIN
N_1484,PROTEIN
N_1485,PROTEIN
N_1486,PROTEIN
N_1487,PROTEIN
N_1488,PROTEIN
N_1489,PROTEIN
N_1490,PROTEIN
N_1491,PROTEIN
N_1492,PROTEIN
N_1493,PROTEIN
N_1494,PROTEIN
N_1495,PROTEIN
N_1496,PROTEIN
N_1497,PROTEIN
N_1498,PROTEIN
N_1499,PROTEIN
N_1500,PROTEIN
N_1501,PROTEIN
N_1502,PROTEIN
N_1503,PROTEIN
N_1504,PROTEIN
N_1505,PROTEIN
N_1506,PROTEIN
N_1507,PROTEIN
N_1508,PROTEIN
N_1509,PROTEIN
N_1510,PROTEIN
N_1511,PROTEIN
N_1512,PROTEIN
N_1513,PROTEIN
N_1514,PROTEIN
N_1515,PROTEIN
N_1516,PROTEIN
N_1517,PROTEIN
N_1518,PROTEIN
N_1519,PROTEIN
N_1520,PROTEIN
N_1521,PROTEIN
N_1522,PROTEIN
N_1523,PROTEIN
N_1524,PROTEIN
N_1525,PROTEIN
N_1526,PROTEIN
N_1527,PROTEIN
N_1528,PROTEIN
N_1529,PROTEIN
N_1530,PROTEIN
N_1531,PROTEIN
N_1532,PROTEIN
N_1533,PROTEIN
N_1534,PROTEIN
N_1535,PROTEIN
N_1536,PROTEIN
N_1537,PROTEIN
N_1538,PROTEIN
N_1539,PROTEIN
N_1540,PROTEIN
N_1541,PROTEIN
N_1542,PROTEIN
N_1543,PROTEIN
N_1544,PROTEIN
N_1545,PROTEIN
N_1546,PROTEIN
N_1547,PROTEIN
N_1548,PROTEIN
N_1549,PROTEIN
N_1550,PROTEIN
N_1551,PROTEIN
N_1552,PROTEIN
N_1553,PROTEIN
N_1554,PROTEIN
N_1555,PROTEIN
N_1556,PROTEIN
N_1557,PROTEIN
N_1558,PROTEIN
N_1559,PROTEIN
N_1560,PROTEIN
N_1561,PROTEIN
N_1562,PROTEIN
N_1563,PROTEIN
N_1564,PROTEIN
N_1565,PROTEIN
N_1566,PROTEIN
N_1567,PROTEIN
N_1568,PROTEIN
N_1569,PROTEIN
N_1570,PROTEIN
N_1571,PROTEIN
N_1572,PROTEIN
N_1573,PROTEIN
N_1574,PROTEIN
N_1575,PROTEIN
N_1576,PROTEIN
N_1577,PROTEIN
N_1578,PROTEIN
N_1579,PROTEIN
N_1580,PROTEIN
N_1581,PROTEIN
N_1582,PROTEIN
N_1583,PROTEIN
N_1584,PROTEIN
N_1585,PROTEIN
N_1586,PROTEIN
N_1587,PROTEIN
N_1588,PROTEIN
N_1589,PROTEIN
N_1590,PROTEIN
N_1591,PROTEIN
N_1592,PROTEIN
N_1593,PROTEIN
N_1594,PROTEIN
N_1595,PROTEIN
N_1596,PROTEIN
N_1597,PROTEIN
N_1598,PROTEIN
N_1599,PROTEIN
N_1600,PROTEIN
N_1601,PROTEIN
N_1602,PROTEIN
N_1603,PROTEIN
N_1604,PROTEIN
N_1605,PROTEIN
N_1606,PROTEIN
N_1607,PROTEIN
N_1608,PROTEIN
N_1609,PROTEIN
N_1610,PROTEIN
N_1611,PROTEIN
N_1612,PROTEIN
N_1613,PROTEIN
N_1614,PROTEIN
N_1615,PROTEIN
N_1616,PROTEIN
N_1617,PROTEIN
N_1618,PROTEIN
N_1619,PROTEIN
N_1620,PROTEIN
N_1621,PROTEIN
N_1622,PROTEIN
N_1623,PROTEIN
N_1624,PROTEIN
N_1625,PROTEIN
N_1626,PROTEIN
N_1627,PROTEIN
N_1628,PROTEIN
N_1629,PROTEIN
N_1630,PROTEIN
N_1631,PROTEIN
N_1632,PROTEIN
N_1633,PROTEIN
N_1634,PROTEIN
N_1635,PROTEIN
N_1636,PROTEIN
N_1637,PROTEIN
N_1638,PROTEIN
N_1639,PROTEIN
N_1640,PROTEIN
N_1641,PROTEIN
N_1642,PROTEIN
N_1643,PROTEIN
N_1644,PROTEIN
N_1645,PROTEIN
N_1646,PROTEIN
N_1647,PROTEIN
N_1648,PROTEIN
N_1649,PROTEIN
N_1650,PROTEIN
N_1651,PROTEIN
N_1652,PROTEIN
N_1653,PROTEIN
N_1654,PROTEIN
N_1655,PROTEIN
N_1656,PROTEIN
N_1657,PROTEIN
N_1658,PROTEIN
N_1659,PROTEIN
N_1660,PROTEIN
N_1661,PROTEIN
N_1662,PROTEIN
N_1663,PROTEIN
N_1664,PROTEIN
N_1665,PROTEIN
N_1666,PROTEIN
N_1667,PROTEIN
N_1668,PROTEIN
N_1669,PROTEIN
N_1670,PROTEIN
N_1671,PROTEIN
N_1672,PROTEIN
N_1673,PROTEIN
N_1674,PROTEIN
N_1675,PROTEIN
N_1676,PROTEIN
N_1677,PROTEIN
N_1678,PROTEIN
N_1679,PROTEIN
N_1680,PROTEIN
N_1681,PROTEIN
N_1682,PROTEIN
N_1683,PROTEIN
N_1684,PROTEIN
N_1685,PROTEIN
N_1686,PROTEIN
N_1687,PROTEIN
N_1688,PROTEIN
N_1689,PROTEIN
N_1690,PROTEIN
N_1691,PROTEIN
N_1692,PROTEIN
N_1693,PROTEIN
N_1694,PROTEIN
N_1695,PROTEIN
N_1696,PROTEIN
N_1697,PROTEIN
N_1698,PROTEIN
N_1699,PROTEIN
N_1700,PROTEIN
N_1701,PROTEIN
N_1702,PROTEIN
N_1703,PROTEIN
N_1704,PROTEIN
N_1705,PROTEIN
N_1706,PROTEIN
N_1707,PROTEIN
N_1708,PROTEIN
N_1709,PROTEIN
N_1710,PROTEIN
N_1711,PROTEIN
N_1712,PROTEIN
N_1713,PROTEIN
N_1714,PROTEIN
N_1715,PROTEIN
N_1716,PROTEIN
N_1717,PROTEIN
N_1718,PROTEIN
N_1719,PROTEIN
N_1720,PROTEIN
N_1721,PROTEIN
N_1722,PROTEIN
N_1723,PROTEIN
N_1724,PROTEIN
N_1725,PROTEIN
N_1726,PROTEIN
N_1727,PROTEIN
N_1728,PROTEIN
N_1729,PROTEIN
N_1730,PROTEIN
N_1731,PROTEIN
N_1732,PROTEIN
N_1733,PROTEIN
N_1734,PROTEIN
N_1735,PROTEIN
N_1736,PROTEIN
N_1737,PROTEIN
N_1738,PROTEIN
N_1739,PROTEIN
N_1740,PROTEIN
N_1741,PROTEIN
N_1742,PROTEIN
N_1743,PROTEIN
N_1744,PROTEIN
N_1745,PROTEIN
N_1746,PROTEIN
N_1747,PROTEIN
N_1748,PROTEIN
N_1749,PROTEIN
N_1750,PROTEIN
N_1751,PROTEIN
N_1752,PROTEIN
N_1753,PROTEIN
N_1754,PROTEIN
N_1755,PROTEIN
N_1756,PROTEIN
N_1757,PROTEIN
N_1758,PROTEIN
N_1759,PROTEIN
N_1760,PROTEIN
N_1761,PROTEIN
N_1762,PROTEIN
N_1763,PROTEIN
N_1764,PROTEIN
N_1765,PROTEIN
N_1766,PROTEIN
N_1767,PROTEIN
N_1768,PROTEIN
N_1769,PROTEIN
N_1770,PROTEIN
N_1771,PROTEIN
N_1772,PROTEIN
N_1773,PROTEIN
N_1774,PROTEIN
N_1775,PROTEIN
N_1776,PROTEIN
N_1777,PROTEIN
N_1778,PROTEIN
N_1779,PROTEIN
N_1780,PROTEIN
N_1781,PROTEIN
N_1782,PROTEIN
N_1783,PROTEIN
N_1784,PROTEIN
N_1785,PROTEIN
N_1786,PROTEIN
N_1787,PROTEIN
N_1788,PROTEIN
N_1789,PROTEIN
N_1790,PROTEIN
N_1791,PROTEIN
N_1792,PROTEIN
N_1793,PROTEIN
N_1794,PROTEIN
N_1795,PROTEIN
N_1796,PROTEIN
N_1797,PROTEIN
N_1798,PROTEIN
N_1799,PROTEIN
N_1800,PROTEIN
N_1801,PROTEIN
N_1802,PROTEIN
N_1803,PROTEIN
N_1804,PROTEIN
N_1805,PROTEIN
N_1806,PROTEIN
N_1807,PROTEIN
N_1808,PROTEIN
N_1809,PROTEIN
N_1810,PROTEIN
N_1811,PROTEIN
N_1812,PROTEIN
N_1813,PROTEIN
N_1814,PROTEIN
N_1815,PROTEIN
N_1816,PROTEIN
N_1817,PROTEIN
N_1818,PROTEIN
N_1819,PROTEIN
N_1820,PROTEIN
N_1821,PROTEIN
N_1822,PROTEIN
N_1823,PROTEIN
N_1824,PROTEIN
N_1825,PROTEIN
N_1826,PROTEIN
N_1827,PROTEIN
N_1828,PROTEIN
N_1829,PROTEIN
N_1830,PROTEIN
N_1831,PROTEIN
N_1832,PROTEIN
N_1833,PROTEIN
N_1834,PROTEIN
N_1835,PROTEIN
N_1836,PROTEIN
N_1837,PROTEIN
N_1838,PROTEIN
N_1839,PROTEIN
N_1840,PROTEIN
N_1841,PROTEIN
N_1842,PROTEIN
N_1843,PROTEIN
N_1844,PROTEIN
N_1845,PROTEIN
N_1846,PROTEIN
N_1847,PROTEIN
N_1848,PROTEIN
N_1849,PROTEIN
N_1850,PROTEIN
N_1851,PROTEIN
N_1852,PROTEIN
N_1853,PROTEIN
N_1854,PROTEIN
N_1855,PROTEIN
N_1856,PROTEIN
N_1857,PROTEIN
N_1858,PROTEIN
N_1859,PROTEIN
N_1860,PROTEIN
N_1861,PROTEIN
N_1862,PROTEIN
N_1863,PROTEIN
N_1864,PROTEIN
N_1865,PROTEIN
N_1866,PROTEIN
N_1867,PROTEIN
N_1868,PROTEIN
N_1869,PROTEIN
N_1870,PROTEIN
N_1871,PROTEIN
N_1872,PROTEIN
N_1873,PROTEIN
N_1874,PROTEIN
N_1875,PROTEIN
N_1876,PROTEIN
N_1877,PROTEIN
N_1878,PROTEIN
N_1879,PROTEIN
N_1880,PROTEIN
N_1881,PROTEIN
N_1882,PROTEIN
N_1883,PROTEIN
N_1884,PROTEIN
N_1885,PROTEIN
N_1886,PROTEIN
N_1887,PROTEIN
N_1888,PROTEIN
N_1889,PROTEIN
N_1890,PROTEIN
N_1891,PROTEIN
N_1892,PROTEIN
N_1893,PROTEIN
N_1894,PROTEIN
N_1895,PROTEIN
N_1896,PROTEIN
N_1897,PROTEIN
N_1898,PROTEIN
N_1899,PROTEIN
N_1900,PROTEIN
N_1901,PROTEIN
N_1902,PROTEIN
N_1903,PROTEIN
N_1904,PROTEIN
N_1905,PROTEIN
N_1906,PROTEIN
N_1907,PROTEIN
N_1908,PROTEIN
N_1909,PROTEIN
N_1910,PROTEIN
N_1911,PROTEIN
N_1912,PROTEIN
N_1913,PROTEIN
N_1914,PROTEIN
N_1915,PROTEIN
N_1916,PROTEIN
N_1917,PROTEIN
N_1918,PROTEIN
N_1919,PROTEIN
N_1920,PROTEIN
N_1921,PROTEIN
N_1922,PROTEIN
N_1923,PROTEIN
N_1924,PROTEIN
N_1925,PROTEIN
N_1926,PROTEIN
N_1927,PROTEIN
N_1928,PROTEIN
N_1929,PROTEIN
N_1930,PROTEIN
N_1931,PROTEIN
N_1932,PROTEIN
N_1933,PROTEIN
N_1934,PROTEIN
N_1935,PROTEIN
N_1936,PROTEIN
N_1937,PROTEIN
N_1938,PROTEIN
N_1939,PROTEIN
N_1940,PROTEIN
N_1941,PROTEIN
N_1942,PROTEIN
N_1943,PROTEIN
N_1944,PROTEIN
N_1945,PROTEIN
N_1946,PROTEIN
N_1947,PROTEIN
N_1948,PROTEIN
N_1949,PROTEIN
N_1950,PROTEIN
N_1951,PROTEIN
N_1952,PROTEIN
N_1953,PROTEIN
N_1954,PROTEIN
N_1955,PROTEIN
N_1956,PROTEIN
N_1957,PROTEIN
N_1958,PROTEIN
N_1959,PROTEIN
N_1960,PROTEIN
N_1961,PROTEIN
N_1962,PROTEIN
N_1963,PROTEIN
N_1964,PROTEIN
N_1965,PROTEIN
N_1966,PROTEIN
N_1967,PROTEIN
N_1968,PROTEIN
N_1969,PROTEIN
N_1970,PROTEIN
N_1971,PROTEIN
N_1972,PROTEIN
N_1973,PROTEIN
N_1974,PROTEIN
N_1975,PROTEIN
N_1976,PROTEIN
N_1977,PROTEIN
N_1978,PROTEIN
N_1979,PROTEIN
N_1980,PROTEIN
N_1981,PROTEIN
N_1982,PROTEIN
N_1983,PROTEIN
N_1984,PROTEIN
N_1985,PROTEIN
N_1986,PROTEIN
N_1987,PROTEIN
N_1988,PROTEIN
N_1989,PROTEIN
N_1990,PROTEIN
N_1991,PROTEIN
N_1992,PROTEIN
N_1993,PROTEIN
N_1994,PROTEIN
N_1995,PROTEIN
N_1996,PROTEIN
N_1997,PROTEIN
N_1998,PROTEIN
N_1999,PROTEIN
N_2000,PROTEIN
N_2001,PROTEIN
N_2002,PROTEIN
N_2003,PROTEIN
N_2004,PROTEIN
N_2005,PROTEIN
N_2006,PROTEIN
N_2007,PROTEIN
N_2008,PROTEIN
N_2009,PROTEIN
N_2010,PROTEIN
N_2011,PROTEIN
N_2012,PROTEIN
N_2013,PROTEIN
N_2014,PROTEIN
N_2015,PROTEIN
N_2016,PROTEIN
N_2017,PROTEIN
N_2018,PROTEIN
N_2019,PROTEIN
N_2020,PROTEIN
N_2021,PROTEIN
N_2022,PROTEIN
N_2023,PROTEIN
N_2024,PROTEIN
N_2025,PROTEIN
N_2026,PROTEIN
N_2027,PROTEIN
N_2028,PROTEIN
N_2029,PROTEIN
N_2030,PROTEIN
N_2031,PROTEIN
N_2032,PROTEIN
N_2033,PROTEIN
N_2034,PROTEIN
N_2035,PROTEIN
N_2036,PROTEIN
N_2037,PROTEIN
N_2038,PROTEIN
N_2039,PROTEIN
N_2040,PROTEIN
N_2041,PROTEIN
N_2042,PROTEIN
N_2043,PROTEIN
N_2044,PROTEIN
N_2045,PROTEIN
N_2046,PROTEIN
N_2047,PROTEIN
N_2048,PROTEIN
N_2049,PROTEIN
N_2050,PROTEIN
N_2051,PROTEIN
N_2052,PROTEIN
N_2053,PROTEIN
N_2054,PROTEIN
N_2055,PROTEIN
N_2056,PROTEIN
N_2057,PROTEIN
N_2058,PROTEIN
N_2059,PROTEIN
N_2060,PROTEIN
N_2061,PROTEIN
N_2062,PROTEIN
N_2063,PROTEIN
N_2064,PROTEIN
N_2065,PROTEIN
N_2066,PROTEIN
N_2067,PROTEIN
N_2068,PROTEIN
N_2069,PROTEIN
N_2070,PROTEIN
N_2071,PROTEIN
N_2072,PROTEIN
N_2073,PROTEIN
N_2074,PROTEIN
N_2075,PROTEIN
N_2076,PROTEIN
N_2077,PROTEIN
N_2078,PROTEIN
N_2079,PROTEIN
N_2080,PROTEIN
N_2081,PROTEIN
N_2082,PROTEIN
N_2083,PROTEIN
N_2084,PROTEIN
N_2085,PROTEIN
N_2086,PROTEIN
N_2087,PROTEIN
N_2088,PROTEIN
N_2089,PROTEIN
N_2090,PROTEIN
N_2091,PROTEIN
N_2092,PROTEIN
N_2093,PROTEIN
N_2094,PROTEIN
N_2095,PROTEIN
N_2096,PROTEIN
N_2097,PROTEIN
N_2098,PROTEIN
N_2099,PROTEIN
N_2100,PROTEIN
N_2101,PROTEIN
N_2102,PROTEIN
N_2103,PROTEIN
N_2104,PROTEIN
N_2105,PROTEIN
N_2106,PROTEIN
N_2107,PROTEIN
N_2108,PROTEIN
N_2109,PROTEIN
N_2110,PROTEIN
N_2111,PROTEIN
N_2112,PROTEIN
N_2113,PROTEIN
N_2114,PROTEIN
N_2115,PROTEIN
N_2116,PROTEIN
N_2117,PROTEIN
N_2118,PROTEIN
N_2119,PROTEIN
N_2120,PROTEIN
N_2121,PROTEIN
N_2122,PROTEIN
N_2123,PROTEIN
N_2124,PROTEIN
N_2125,PROTEIN
N_2126,PROTEIN
N_2127,PROTEIN
N_2128,PROTEIN
N_2129,PROTEIN
N_2130,PROTEIN
N_2131,PROTEIN
N_2132,PROTEIN
N_2133,PROTEIN
N_2134,PROTEIN
N_2135,PROTEIN
N_2136,PROTEIN
N_2137,PROTEIN
N_2138,PROTEIN
N_2139,PROTEIN
N_2140,PROTEIN
N_2141,PROTEIN
N_2142,PROTEIN
N_2143,PROTEIN
N_2144,PROTEIN
N_2145,PROTEIN
N_2146,PROTEIN
N_2147,PROTEIN
N_2148,PROTEIN
N_2149,PROTEIN
N_2150,PROTEIN
N_2151,PROTEIN
N_2152,PROTEIN
N_2153,PROTEIN
N_2154,PROTEIN
N_2155,PROTEIN
N_2156,PROTEIN
N_2157,PROTEIN
N_2158,PROTEIN
N_2159,PROTEIN
N_2160,PROTEIN
N_2161,PROTEIN
N_2162,PROTEIN
N_2163,PROTEIN
N_2164,PROTEIN
N_2165,PROTEIN
N_2166,PROTEIN
N_2167,PROTEIN
N_2168,PROTEIN
N_2169,PROTEIN
N_2170,PROTEIN
N_2171,PROTEIN
N_2172,PROTEIN
N_2173,PROTEIN
N_2174,PROTEIN
N_2175,PROTEIN
N_2176,PROTEIN
N_2177,PROTEIN
N_2178,PROTEIN
N_2179,PROTEIN
N_2180,PROTEIN
N_2181,PROTEIN
N_2182,PROTEIN
N_2183,PROTEIN
N_2184,PROTEIN
N_2185,PROTEIN
N_2186,PROTEIN
N_2187,PROTEIN
N_2188,PROTEIN
N_2189,PROTEIN
N_2190,PROTEIN
N_2191,PROTEIN
N_2192,PROTEIN
N_2193,PROTEIN
N_2194,PROTEIN
N_2195,PROTEIN
N_2196,PROTEIN
N_2197,PROTEIN
N_2198,PROTEIN
N_2199,PROTEIN
N_2200,PROTEIN
N_2201,PROTEIN
N_2202,PROTEIN
N_2203,PROTEIN
N_2204,PROTEIN
N_2205,PROTEIN
N_2206,PROTEIN
N_2207,PROTEIN
N_2208,PROTEIN
N_2209,PROTEIN
N_2210,PROTEIN
N_2211,PROTEIN
N_2212,PROTEIN
N_2213,PROTEIN
N_2214,PROTEIN
N_2215,PROTEIN
N_2216,PROTEIN
N_2217,PROTEIN
N_2218,PROTEIN
N_2219,PROTEIN
N_2220,PROTEIN
N_2221,PROTEIN
N_2222,PROTEIN
N_2223,PROTEIN
N_2224,PROTEIN
N_2225,PROTEIN
N_2226,PROTEIN
N_2227,PROTEIN
N_2228,PROTEIN
N_2229,PROTEIN
N_2230,PROTEIN
N_2231,PROTEIN
N_2232,PROTEIN
N_2233,PROTEIN
N_2234,PROTEIN
N_2235,PROTEIN
N_2236,PROTEIN
N_2237,PROTEIN
N_2238,PROTEIN
N_2239,PROTEIN
N_2240,PROTEIN
N_2241,PROTEIN
N_2242,PROTEIN
N_2243,PROTEIN
N_2244,PROTEIN
N_2245,PROTEIN
N_2246,PROTEIN
N_2247,PROTEIN
N_2248,PROTEIN
N_2249,PROTEIN
N_2250,PROTEIN
N_2251,PROTEIN
N_2252,PROTEIN
N_2253,PROTEIN
N_2254,PROTEIN
N_2255,PROTEIN
N_2256,PROTEIN
N_2257,PROTEIN
N_2258,PROTEIN
N_2259,PROTEIN
N_2260,PROTEIN
N_2261,PROTEIN
N_2262,PROTEIN
N_2263,PROTEIN
N_2264,PROTEIN
N_2265,PROTEIN
N_2266,PROTEIN
N_2267,PROTEIN
N_2268,PROTEIN
N_2269,PROTEIN
N_2270,PROTEIN
N_2271,PROTEIN
N_2272,PROTEIN
N_2273,PROTEIN
N_2274,PROTEIN
N_2275,PROTEIN
N_2276,PROTEIN
N_2277,PROTEIN
N_2278,PROTEIN
N_2279,PROTEIN
N_2280,PROTEIN
N_2281,PROTEIN
N_2282,PROTEIN
N_2283,PROTEIN
N_2284,PROTEIN
N_2285,PROTEIN
N_2286,PROTEIN
N_2287,PROTEIN
N_2288,PROTEIN
N_2289,PROTEIN
N_2290,PROTEIN
N_2291,PROTEIN
N_2292,PROTEIN
N_2293,PROTEIN
N_2294,PROTEIN
N_2295,PROTEIN
N_2296,PROTEIN
N_2297,PROTEIN
N_2298,PROTEIN
N_2299,PROTEIN
N_2300,PROTEIN
N_2301,PROTEIN
N_2302,PROTEIN
N_2303,PROTEIN
N_2304,PROTEIN
N_2305,PROTEIN
N_2306,PROTEIN
N_2307,PROTEIN
N_2308,PROTEIN
N_2309,PROTEIN
N_2310,PROTEIN
N_2311,PROTEIN
N_2312,PROTEIN
N_2313,PROTEIN
N_2314,PROTEIN
N_2315,PROTEIN
N_2316,PROTEIN
N_2317,PROTEIN
N_2318,PROTEIN
N_2319,PROTEIN
N_2320,PROTEIN
N_2321,PROTEIN
N_2322,PROTEIN
N_2323,PROTEIN
N_2324,PROTEIN
N_2325,PROTEIN
N_2326,PROTEIN
N_2327,PROTEIN
N_2328,PROTEIN
N_2329,PROTEIN
N_2330,PROTEIN
N_2331,PROTEIN
N_2332,PROTEIN
N_2333,PROTEIN
N_2334,PROTEIN
N_2335,PROTEIN
N_2336,PROTEIN
N_2337,PROTEIN
N_2338,PROTEIN
N_2339,PROTEIN
N_2340,PROTEIN
N_2341,PROTEIN
N_2342,PROTEIN
N_2343,PROTEIN
N_2344,PROTEIN
N_2345,PROTEIN
N_2346,PROTEIN
N_2347,PROTEIN
N_2348,PROTEIN
N_2349,PROTEIN
N_2350,PROTEIN
N_2351,PROTEIN
N_2352,PROTEIN
N_2353,PROTEIN
N_2354,PROTEIN
N_2355,PROTEIN
N_2356,PROTEIN
N_2357,PROTEIN
N_2358,PROTEIN
N_2359,PROTEIN
N_2360,PROTEIN
N_2361,PROTEIN
N_2362,PROTEIN
N_2363,PROTEIN
N_2364,PROTEIN
N_2365,PROTEIN
N_2366,PROTEIN
N_2367,PROTEIN
N_2368,PROTEIN
N_2369,PROTEIN
N_2370,PROTEIN
N_2371,PROTEIN
N_2372,PROTEIN
N_2373,PROTEIN
N_2374,PROTEIN
N_2375,PROTEIN
N_2376,PROTEIN
N_2377,PROTEIN
N_2378,PROTEIN
N_2379,PROTEIN
N_2380,PROTEIN
N_2381,PROTEIN
N_2382,PROTEIN
N_2383,PROTEIN
N_2384,PROTEIN
N_2385,PROTEIN
N_2386,PROTEIN
N_2387,PROTEIN
N_2388,PROTEIN
N_2389,PROTEIN
N_2390,PROTEIN
N_2391,PROTEIN
N_2392,PROTEIN
N_2393,PROTEIN
N_2394,PROTEIN
N_2395,PROTEIN
N_2396,PROTEIN
N_2397,PROTEIN
N_2398,PROTEIN
N_2399,PROTEIN
N_2400,PROTEIN
N_2401,PROTEIN
N_2402,PROTEIN
N_2403,PROTEIN
N_2404,PROTEIN
N_2405,PROTEIN
N_2406,PROTEIN
N_2407,PROTEIN
N_2408,PROTEIN
N_2409,PROTEIN
N_2410,PROTEIN
N_2411,PROTEIN
N_2412,PROTEIN
